1781314521,2026-06-13 09:35:21,3.488GiB / 23.47GiB|0.22%,200,1474 MiB,1.401
1781314581,2026-06-13 09:36:21,3.488GiB / 23.47GiB|0.27%,200,1474 MiB,1.900
1781314641,2026-06-13 09:37:21,3.488GiB / 23.47GiB|0.35%,200,1474 MiB,1.636
1781314702,2026-06-13 09:38:22,3.488GiB / 23.47GiB|0.20%,200,1474 MiB,1.089
1781314762,2026-06-13 09:39:22,3.488GiB / 23.47GiB|0.32%,200,1494 MiB,-.363
1781314822,2026-06-13 09:40:22,3.488GiB / 23.47GiB|0.33%,200,1473 MiB,1.030
1781314882,2026-06-13 09:41:22,3.488GiB / 23.47GiB|0.22%,200,1473 MiB,1.206
1781314946,2026-06-13 09:42:26,3.488GiB / 23.47GiB|0.21%,200,1473 MiB,2.147
1781315009,2026-06-13 09:43:29,3.488GiB / 23.47GiB|0.28%,200,1473 MiB,1.003
1781315072,2026-06-13 09:44:32,3.488GiB / 23.47GiB|0.32%,200,1473 MiB,.980
1781315134,2026-06-13 09:45:34,3.488GiB / 23.47GiB|0.42%,200,1473 MiB,.936
1781315196,2026-06-13 09:46:36,3.488GiB / 23.47GiB|0.33%,200,1524 MiB,1.097
1781315255,2026-06-13 09:47:35,3.488GiB / 23.47GiB|0.22%,200,1524 MiB,1.125
1781315316,2026-06-13 09:48:36,3.488GiB / 23.47GiB|0.23%,200,1531 MiB,1.242
1781315375,2026-06-13 09:49:35,3.488GiB / 23.47GiB|0.30%,200,1494 MiB,1.200
1781315435,2026-06-13 09:50:35,3.484GiB / 23.47GiB|0.36%,200,1295 MiB,1.199
1781315494,2026-06-13 09:51:34,3.482GiB / 23.47GiB|0.24%,200,1319 MiB,2.331
1781315555,2026-06-13 09:52:35,3.479GiB / 23.47GiB|0.22%,200,1321 MiB,2.994
1781315618,2026-06-13 09:53:38,3.478GiB / 23.47GiB|0.53%,200,1321 MiB,1.117
1781315677,2026-06-13 09:54:37,3.478GiB / 23.47GiB|0.62%,200,1322 MiB,.965
1781315736,2026-06-13 09:55:36,3.478GiB / 23.47GiB|0.38%,200,1313 MiB,2.256
