序号,客户名称,交易内容,"合同金额
（万元）",签订年度,履行情况
序号,客户名称,交易内容,"合同金额
（万元）",签订年度,履行情况
1,"奥维通信股份有限
公司",网络化视频指挥系统,"2,945.00",2017 年,履行完毕
,,网络化视频指挥系统,"3,097.88",2018 年,履行完毕
2,单位B,视频点播系统,"2,508.00",2017 年,履行完毕
,,网络化视频指挥系统,"4,202.02",2018 年,履行完毕
3,单位C,视频会议系统,"1,452.10",2017 年,履行完毕
4,单位A,网络化视频指挥系统,"2,346.91",2018 年,履行完毕
5,单位D,网络化视频指挥系统,"1,776.77",2017 年,履行完毕
6,"北京雨辰视美科技
有限公司",网络化视频指挥系统,"4,500.00",2018 年,履行完毕
