年度,数量（度）,单价（元/度）,金额（元）
年度,数量（度）,单价（元/度）,金额（元）
2018 年,"453,200.00",0.97,"439,578.66"
2017 年,"462,750.00",1.01,"465,376.74"
2016 年,"445,948.00",1.01,"450,103.41"
