,序号,,,股东名称,,,持股数量（万股）,,,持股比例（%）,,,在公司任职情况,
,序号,,,股东名称,,,持股数量（万股）,,,持股比例（%）,,,在公司任职情况,
1,,,程家明,,,"2,886.29",,,52.29,,,董事长、总经理,,
2,,,陈爱民,,,232.56,,,4.21,,,董事、副总经理,,
3,,,杜成城,,,150.00,,,2.72,,,-,,
4,,,张伟,,,54.72,,,0.99,,,-,,
5,,,方梦兰,,,54.72,,,0.99,,,-,,
6,,,王智勇,,,27.36,,,0.50,,,-,,
合计,,,,,,"3,405.65",,,61.70,,,-,,
