项目,"2018 年12 月31 日
/2018 年度","2017 年12 月31 日
/2017 年度","2016 年12 月31 日
/2016 年度"
项目,"2018 年12 月31 日
/2018 年度","2017 年12 月31 日
/2017 年度","2016 年12 月31 日
/2016 年度"
"归属于母公司所有者
的净利润（万元）","4,285.52","3,222.25",462.68
"扣除非经常性损益后
归属于母公司所有者
的净利润（万元）","4,080.04","3,044.79",403.14
基本每股收益（元）,0.81,0.63,0.09
稀释每股收益（元）,0.81,0.63,0.09
"加权平均净资产收益
率（%）",24.67,27.28,5.18
"经营活动产生的现金
流量净额（万元）",-291.47,"2,459.47","-1,058.70"
现金分红（万元）,522.50,0.00,660.00
"研发投入占营业收入
的比例（%）",14.30,10.13,19.99
