项目,2018 年度,,2017 年度,,2016 年度,
项目,2018 年度,,2017 年度,,2016 年度,
,本期收入,本期成本,本期收入,本期成本,本期收入,本期成本
"视频指挥控制
类","18,687.75","5,047.00","14,198.94","4,618.11","6,172.41","1,460.96"
"视频预警控制
类",656.09,321.43,469.99,192.49,"1,578.46",403.74
其他,458.64,426.17,143.79,212.73,122.76,49.56
合计,"19,802.48","5,794.59","14,812.72","5,023.34","7,873.63","1,914.26"
