,,,,
,,,,
,公司名称,,北京华创兴图电子科技有限公司,
,,,,
公司类型,,,有限责任公司,
"注册地及主要生产经
营地",,,北京市丰台区南四环西路128 号2 号楼609 室,
法定代表人,,,陈爱民,
注册资本,,,100 万元,
实收资本,,,100 万元,
成立日期,,,2012 年5 月9 日,
统一社会信用代码,,,91110106596056397W,
经营范围,,,"技术开发、技术推广、技术转让、技术咨询、技术服务；计算机系
统服务；销售计算机、软件及辅助设备、电子产品、机械设备、通
讯设备。(企业依法自主选择经营项目，开展经营活动；依法须经批
准的项目，经相关部门批准后依批准的内容开展经营活动；不得从
事本市产业政策禁止和限制类项目的经营活动。)",
股东情况,,,兴图新科100%持股,
"主营业务及其与发行
人主营业务的关系",,,"主营业务为销售视频指挥、视频监控等音视频系统产品，支持发行
人销售",
