账龄,2018.12.31,2017.12.31,2016.12.31
账龄,2018.12.31,2017.12.31,2016.12.31
1 年以内,"1,550.32","1,774.71","1,518.15"
1-2 年,124.45,89.77,147.31
2-3 年,9.40,0.95,275.06
3 年以上,0.46,271.61,0.17
合计,"1,684.62","2,137.04","1,940.69"
