,,"配偶雷本良控制且任执行董事
和总经理的公司","金机箱、不锈钢模具、五金零
件、PCB 线路板、电源开关、
仪器仪表的研发、生产、销售"
,,"配偶雷本良控制且任执行董事
和总经理的公司","金机箱、不锈钢模具、五金零
件、PCB 线路板、电源开关、
仪器仪表的研发、生产、销售"
