,,,"得相关部门许可后经营）；家政服务；
餐饮管理（不含餐饮）；保洁服务；会
议及展览服务；营养健康咨询（不含诊
疗）；日用品、初级农产品、建材、电
子产品、清洁用品、智能设备、家具、
金属制品、医疗器械Ⅰ类、Ⅱ类批零兼
营（依法须经审批的项目，经相关部门
审批后方可开展经营活动）。",
,,,"得相关部门许可后经营）；家政服务；
餐饮管理（不含餐饮）；保洁服务；会
议及展览服务；营养健康咨询（不含诊
疗）；日用品、初级农产品、建材、电
子产品、清洁用品、智能设备、家具、
金属制品、医疗器械Ⅰ类、Ⅱ类批零兼
营（依法须经审批的项目，经相关部门
审批后方可开展经营活动）。",
5,"兴图投
资",55.85%,"软件行业投资。（国家有专项规定的项
目经审批后或凭许可证在核定期限内
经营）",持有发行人股份
