项目,2018.12.31,2017.12.31,2016.12.31
项目,2018.12.31,2017.12.31,2016.12.31
应收账款原值,"21,579.03","13,572.27","10,727.59"
坏账准备,"2,981.25","2,086.98","1,620.33"
应收账款账面价值,"18,597.78","11,485.28","9,107.26"
