类型,2018 年度,,2017 年度,,2016 年度,
类型,2018 年度,,2017 年度,,2016 年度,
,金额,占比,金额,占比,金额,占比
视频指挥控制类,"18,687.75",94.37%,"14,198.94",95.86%,"6,172.41",78.39%
