公司名称,武汉光谷人才创新投资合伙企业（有限合伙）
公司名称,武汉光谷人才创新投资合伙企业（有限合伙）
公司类型,有限合伙企业
注册地,武汉市东湖新技术开发区高新大道666 号生物城C5 栋3 楼
执行事务合伙人,武汉光谷人才投资管理有限公司
成立日期,2015 年8 月20 日
统一社会信用代码,91420100347289253F
认缴出资额,"60,000.00 万元"
经营范围,"对非上市公司进行股权投资；投资管理；投资咨询（不含证券及
期货投资咨询）；创业管理及咨询。（依法须经批准的项目，经相
关部门批准后方可开展经营活动）"
"与发行人主营业务的关
系",主要从事股权投资业务，主营业务与发行人主营业务无关
