项目,2018 年度,2017 年度,2016 年度,合计
项目,2018 年度,2017 年度,2016 年度,合计
研发费用,"2,834.28","1,507.92","1,590.41","5,932.60"
营业收入,"19,813.64","14,884.48","7,955.46","42,653.59"
"占营业收入的比
重",14.30%,10.13%,19.99%,13.91%
