项目,2018.12.31,,
项目,2018.12.31,,
,可抵扣暂时性差异,税率,递延所得税资产
坏账准备,"2,933.50",15%,440.03
存货跌价准备,348.29,15%,52.24
合计,"3,281.79",15%,492.27
