项目,2018.12.31,2017.12.31,2016.12.31
项目,2018.12.31,2017.12.31,2016.12.31
银行承兑汇票账面价值,506.92,-,-
商业承兑汇票账面原值,532.99,76.92,214.00
减：坏账准备,53.30,3.85,10.70
商业承兑汇票账面价值,479.69,73.07,203.30
账面价值合计,986.61,73.07,203.30
