公司名称,2016 年度,,,
公司名称,2016 年度,,,
,股权取得方式,股权取得时点,"注册资本/
实缴出资额
（万元）",出资比例
武汉启目,新设子公司,2016.5.3,100.00/100.00,100%
北京启目,新设孙公司,2016.6.2,100.00/100.00,100%
公司名称,2017 年度,,,
,股权取得方式,股权取得时点,"注册资本/
实缴出资额
（万元）",出资比例
