公司名称,武汉耆爱之家养老服务有限公司
公司名称,武汉耆爱之家养老服务有限公司
公司类型,有限责任公司
注册地,武汉市青山区工业三路3 附17 号2 层201-203 号房
法定代表人,程勇波
成立日期,2019 年04 月30 日
统一社会信用代码,91420107MA4K3UAM43
经营范围,"老年人养护服务、房屋建筑业、水电工程、室内装饰设计服务、
电气安装、餐饮服务、食品经营（涉及许可项目应取得相关部门
许可后经营）；家政服务；餐饮管理（不含餐饮）；保洁服务；会
议及展览服务；营养健康咨询（不含诊疗）；日用品、初级农产品、
建材、电子产品、清洁用品、智能设备、家具、金属制品、医疗
器械Ⅰ类、Ⅱ类批零兼营。（依法须经审批的项目，经相关部门审
批后方可开展经营活动）"
