类别,图例,简介
类别,图例,简介
综合管理服务器,,"集信令调度管理、流媒体转发、编解码设
备接入、用户管理、权限管理、授时管理
等功能于一体的管理服务器，是构建系统
的核心设备。"
联网管理服务器,,"是实现多服务节点联网的核心服务，将多
个服务节点连成为一个网格，也可把网格
作为服务节点接入更大网格；对所属综合
管理服务器、联网管理服务器进行统一的
注册和级联管理，使各服务器之间按照策
略协同工作。"
多媒体调度服务器,,"是构建网络化视频指挥系统节点的核心
服务器，主要实现信令调度管理、编解码"
