项目,2018 年度,2017 年度,2016 年度
项目,2018 年度,2017 年度,2016 年度
利润总额,"5,204.16","3,922.69",633.80
按适用税率计算的所得税费用,780.62,588.40,95.07
子公司适用不同税率的影响,-138.29,-95.99,-67.07
调整以前期间所得税的影响,3.77,-0.03,18.61
