偿债能力指标,2018 年度,2017 年度,2016 年度
偿债能力指标,2018 年度,2017 年度,2016 年度
流动比率（期末数）,3.38,2.47,2.00
速动比率（期末数）,3.01,1.91,1.33
资产负债率（母公司）,24.51%,35.00%,42.44%
资产负债率（合并）,28.18%,38.72%,46.69%
息税折旧摊销前利润（万元）,"5,397.09","4,265.81","1,068.65"
利息保障倍数,95.16,20.63,3.81
