"年度
可比公司",2018 年度,2017 年度,2016 年度
"年度
可比公司",2018 年度,2017 年度,2016 年度
淳中科技,49.20%,36.37%,28.45%
上海瀚讯,44.60%,48.31%,44.89%
景嘉微,37.32%,39.37%,34.43%
苏州科达,49.35%,53.18%,55.91%
东土科技,36.80%,36.94%,32.78%
平均值,43.45%,42.83%,39.29%
兴图新科,39.26%,37.73%,68.53%
