姓名,职务,兼职企业/单位,,在兼职企业/单位所,,,兼职单位与公司的关,
姓名,职务,兼职企业/单位,,在兼职企业/单位所,,,兼职单位与公司的关,
,,,,任职务,,,系,
,,,,,,"70% 的企业，已于
2016 年 1 月 26 日将
其所持有的70%股权
转让予闫馨",,
黄加,董事,太证资管,执行总经理,,,-,,
,,"倍杰特集团股份
有限公司",监事,,,-,,
王清刚,独立董事,"武汉三特索道集
团股份有限公司",独立董事,,,-,,
,,"金徽酒股份有限
公司",独立董事,,,-,,
,,"中南财经政法大
学",教师,,,,,
崔华强,独立董事,"西藏金凯新能源
股份有限公司",独立董事,,,-,,
,,"天津同仁堂集团
股份有限公司",独立董事,,,-,,
,,"北京中子律师事
务所",主任、首席律师,,,-,,
,,天津财经大学,教师,,,,,
李云钢,独立董事,"湖南科瑞变流电
气股份有限公司",总经理,,,-,,
