类别,产品展示,
类别,产品展示,
编码器,,
,"盒式，部署在桌面，具备视音频编码、
数据封装能力",板卡式，部署在集成式应用场景
解码器,,
,盒式，部署在桌面，具备数据解封、,板卡式，部署在集成式应用场景
