公司名称,武汉智慧易视科技有限公司
公司名称,武汉智慧易视科技有限公司
公司类型,有限责任公司
注册地,"武汉市东湖新技术开发区关山一路1 号华中曙光软件园商界2 号
楼二层209、210 号"
法定代表人,程家明
成立日期,2015 年04 月27 日
统一社会信用代码,91420100333505031X
经营范围,"开发、生产计算机软件；提供互联网、电子商务系统的信息技术
服务，技术开发，技术支持，技术咨询；销售自产产品。（依法须
经批准的项目，经相关部门批准后方可开展经营活动）"
