0.22179  	0.35900  	0.54594  	0.12576  	0.06224  	-0.1059  	-0.1387  	0.21966  	0.42620  	-0.5443  	0.11050  	0.67504  	-0.3508  	-0.4927  	-0.6451  	0.18307  	0.45237  	0.26815  	0.18221  	-0.2630  	0.15570  	0.03393  	0.56046  	0.29972  	-0.1366  	0.02786  	0.16379  	-1.1014  	-0.6815  	-0.5103  	-0.1132  	-0.0380  	0.37910  	-0.1464  	0.10859  	-0.1053  	0.69016  	0.29415  	-0.0839  	0.02294  	0.38215  	0.05286  	0.33846  	0.05753  	-0.1680  	-0.0254  	0.03418  	0.12001  	0.03661  	0.08237  	0.04684  	0.02694  	-0.0175  	0.04273  	0.02913  	-0.0416  	-0.0064  	-0.0272  	-0.0424  	0.01576  	-0.0276  	-0.0456  	0.07793  	0.00364  	-0.0186  	-0.4882  	0.12389  	0.00886  	0.01228  	0.55291  	
0.22366  	0.35887  	0.54600  	0.13072  	0.06556  	-0.1035  	-0.1380  	0.21906  	0.42514  	-0.5456  	0.10563  	0.67179  	-0.3487  	-0.4916  	-0.6422  	0.18283  	0.45266  	0.26977  	0.18349  	-0.2611  	0.15300  	0.03499  	0.55828  	0.30125  	-0.1334  	0.02794  	0.16514  	-1.1005  	-0.6775  	-0.5092  	-0.1142  	-0.0387  	0.37901  	-0.1464  	0.10894  	-0.1035  	0.68638  	0.29274  	-0.0819  	0.02430  	0.37942  	0.05291  	0.33809  	0.05747  	-0.1677  	-0.0250  	0.03431  	0.12018  	0.03681  	0.08220  	0.04758  	0.02665  	-0.0176  	0.04221  	0.02927  	-0.0419  	-0.0062  	-0.0269  	-0.0426  	0.01561  	-0.0282  	-0.0456  	0.07861  	0.00341  	-0.0186  	-0.4882  	0.12389  	0.00886  	0.01228  	0.55291  	
0.15050  	0.33770  	0.49271  	0.16818  	0.14326  	-0.1162  	-0.1222  	0.18854  	0.40605  	-0.4701  	0.02352  	0.69667  	-0.3029  	-0.5090  	-0.7280  	0.15824  	0.43625  	0.34530  	0.17993  	-0.1644  	-0.0261  	0.00698  	0.45849  	0.19995  	-0.1017  	0.05657  	0.04825  	-0.9271  	-0.4722  	-0.4879  	-0.1100  	-0.0758  	0.39947  	-0.1446  	0.01942  	-0.0298  	0.51505  	0.23991  	-0.0022  	0.06677  	0.42061  	0.04428  	0.35879  	0.06149  	-0.1599  	-0.0249  	0.03863  	0.13458  	0.03995  	0.08405  	0.06217  	0.02307  	-0.0182  	0.03411  	0.03700  	-0.0463  	-0.0058  	-0.0313  	-0.0364  	0.00995  	-0.0262  	-0.0557  	0.08090  	-0.0009  	-0.0186  	-0.4882  	0.12389  	0.00886  	0.01228  	0.55291  	
-0.0787  	0.21752  	0.27455  	-0.0307  	0.09955  	-0.4087  	-0.1044  	-0.0735  	0.31517  	-0.3387  	0.03909  	0.63083  	-0.3226  	-0.7035  	-0.9669  	0.06241  	0.43133  	0.45919  	0.13556  	-0.0654  	-0.3204  	-0.0385  	0.37717  	0.11776  	-0.0440  	0.08930  	-0.1444  	-0.6815  	-0.2949  	-0.4979  	-0.0817  	-0.1166  	0.38147  	-0.1307  	-0.1049  	0.07672  	0.34660  	0.17632  	0.06142  	0.12639  	0.47041  	0.05926  	0.37615  	0.04513  	-0.1561  	-0.0167  	0.04515  	0.14511  	0.03458  	0.07969  	0.07062  	0.02563  	-0.0228  	0.01993  	0.03266  	-0.0541  	0.00325  	-0.0295  	-0.0382  	0.00905  	-0.0312  	-0.0588  	0.07792  	0.01101  	-0.0186  	-0.4882  	0.12389  	0.00886  	0.01228  	0.55291  	
-0.3039  	0.16919  	0.22297  	-0.1930  	0.05913  	-0.4762  	-0.1419  	-0.0730  	0.30390  	-0.3325  	0.06637  	0.57631  	-0.4096  	-0.8367  	-1.1098  	0.03715  	0.41755  	0.42955  	0.19583  	-0.0733  	-0.2846  	-0.0347  	0.41266  	0.15701  	-0.0559  	0.06728  	-0.0880  	-0.7069  	-0.3168  	-0.4975  	-0.0994  	-0.0891  	0.33459  	-0.1395  	-0.1352  	0.10941  	0.38767  	0.19633  	0.01968  	0.12937  	0.50268  	0.02770  	0.35360  	0.06998  	-0.1611  	-0.0287  	0.04187  	0.12028  	0.03559  	0.07172  	0.05736  	0.02315  	-0.0242  	0.03188  	0.03036  	-0.0671  	0.00212  	-0.0251  	-0.0375  	0.00689  	-0.0351  	-0.0576  	0.08229  	0.00176  	-0.0186  	-0.4882  	0.12389  	0.00886  	0.01228  	0.55291  	
-0.5928  	0.08556  	0.06153  	-0.3582  	-0.0146  	-0.6737  	-0.0926  	-0.1544  	0.23796  	-0.2442  	0.15286  	0.55047  	-0.4250  	-0.8815  	-1.1563  	-0.0716  	0.40489  	0.43004  	0.17846  	-0.0945  	-0.3286  	0.02905  	0.38098  	0.15371  	-0.0007  	0.06471  	-0.0386  	-0.7294  	-0.2880  	-0.4794  	-0.0747  	-0.1395  	0.32896  	-0.1211  	-0.1400  	0.13796  	0.35108  	0.17694  	0.03204  	0.11441  	0.47812  	0.06766  	0.34039  	0.05277  	-0.1509  	-0.0309  	0.03436  	0.12338  	0.03359  	0.07560  	0.06140  	0.02730  	-0.0308  	0.03221  	0.03221  	-0.0638  	0.00836  	-0.0251  	-0.0376  	0.00962  	-0.0309  	-0.0564  	0.08407  	0.00248  	-0.0186  	-0.4882  	0.12389  	0.00886  	0.01228  	0.55291  	
-0.7286  	0.05992  	0.00584  	-0.4360  	-0.0316  	-0.7587  	-0.1458  	-0.0980  	0.23509  	-0.2705  	0.27238  	0.56507  	-0.4369  	-0.8829  	-1.2184  	-0.0800  	0.41075  	0.41881  	0.17919  	-0.0758  	-0.2730  	0.03573  	0.46126  	0.17758  	-0.0932  	0.07936  	-0.0835  	-0.7160  	-0.3289  	-0.5080  	-0.0848  	-0.1255  	0.33017  	-0.1380  	-0.1405  	0.12431  	0.36579  	0.18076  	0.03595  	0.12797  	0.46291  	0.06465  	0.30182  	0.02697  	-0.1544  	-0.0297  	0.04157  	0.10866  	0.03276  	0.08096  	0.05491  	0.02435  	-0.0203  	0.03464  	0.03392  	-0.0688  	0.00059  	-0.0285  	-0.0315  	0.01856  	-0.0317  	-0.0452  	0.07528  	0.00092  	-0.0186  	-0.4882  	0.12389  	0.00886  	0.01228  	0.55291  	
-0.6751  	0.12683  	0.05664  	-0.4445  	-0.0286  	-0.7184  	-0.1666  	-0.0715  	0.25299  	-0.2635  	0.24298  	0.56254  	-0.4461  	-0.8765  	-1.2191  	-0.0795  	0.43278  	0.42022  	0.19017  	-0.0815  	-0.1766  	-0.0093  	0.45623  	0.12815  	-0.1263  	0.09012  	-0.0742  	-0.7644  	-0.3441  	-0.5026  	-0.0579  	-0.1290  	0.32487  	-0.1275  	-0.1406  	0.10509  	0.40640  	0.18459  	0.04973  	0.10584  	0.46960  	0.04843  	0.30736  	0.03059  	-0.1595  	-0.0288  	0.03462  	0.10944  	0.02583  	0.07703  	0.06143  	0.01882  	-0.0232  	0.03769  	0.03361  	-0.0581  	0.00870  	-0.0263  	-0.0364  	0.01834  	-0.0338  	-0.0436  	0.07930  	0.00159  	-0.0186  	-0.4882  	0.12389  	0.00886  	0.01228  	0.55291  	
-0.6677  	0.15123  	0.09757  	-0.5302  	-0.0895  	-0.7046  	-0.1627  	-0.0605  	0.25111  	-0.2089  	0.23849  	0.52225  	-0.4623  	-0.8646  	-1.2631  	-0.1457  	0.41015  	0.42401  	0.19727  	-0.1150  	-0.2089  	0.01991  	0.47532  	0.13020  	-0.0790  	0.08861  	-0.0588  	-0.7988  	-0.3402  	-0.5351  	-0.0734  	-0.1287  	0.33783  	-0.1379  	-0.1791  	0.12243  	0.41138  	0.18969  	0.06765  	0.11322  	0.48194  	0.05230  	0.30978  	0.05049  	-0.1628  	-0.0295  	0.03995  	0.11825  	0.02641  	0.08109  	0.05101  	0.02004  	-0.0203  	0.03857  	0.03574  	-0.0638  	0.00778  	-0.0239  	-0.0342  	0.01520  	-0.0310  	-0.0482  	0.07575  	0.00113  	-0.0186  	-0.4882  	0.12389  	0.00886  	0.01228  	0.55291  	
-0.6425  	0.13941  	0.12432  	-0.5187  	-0.0959  	-0.6920  	-0.1526  	-0.0944  	0.26106  	-0.1963  	0.17361  	0.51201  	-0.4711  	-0.9592  	-1.2744  	-0.1195  	0.41681  	0.41467  	0.20553  	-0.0962  	-0.2310  	-0.0142  	0.49344  	0.11064  	-0.0810  	0.10173  	-0.0276  	-0.7542  	-0.3360  	-0.5282  	-0.0625  	-0.1252  	0.34203  	-0.1316  	-0.2151  	0.10798  	0.38852  	0.16949  	0.06225  	0.10039  	0.47900  	0.04926  	0.33757  	0.07939  	-0.1462  	-0.0347  	0.03944  	0.11153  	0.02212  	0.08304  	0.05755  	0.02090  	-0.0238  	0.03604  	0.03319  	-0.0671  	0.01332  	-0.0201  	-0.0377  	0.01375  	-0.0304  	-0.0576  	0.08323  	0.00823  	-0.0186  	-0.4882  	0.12389  	0.00886  	0.01228  	0.55291  	
