0.41144  	0.62650  	0.98043  	0.12561  	-0.1056  	-0.3763  	0.14105  	0.63882  	0.54003  	-0.5125  	0.69952  	0.82750  	-0.4840  	-0.6368  	-1.3067  	0.06034  	0.66879  	0.36203  	0.20571  	0.04922  	0.53734  	-0.1788  	0.55184  	0.32201  	-0.0213  	0.05540  	0.17155  	-1.2515  	-0.7898  	-0.6058  	-0.1669  	-0.0105  	0.41468  	-0.1070  	0.16785  	-0.0788  	0.76680  	0.34846  	-0.0877  	-0.0457  	0.23669  	-0.0175  	0.31343  	-0.0621  	-0.2031  	-0.0276  	0.01973  	0.12190  	0.05568  	0.02003  	0.02847  	0.01673  	-0.0004  	0.05214  	0.05133  	-0.0384  	0.01082  	-0.0055  	-0.0401  	0.00049  	-0.0263  	-0.0579  	0.09690  	0.00735  	0.06039  	-0.4900  	0.09116  	0.00448  	0.00665  	1.16963  	
0.41130  	0.62652  	0.98037  	0.12556  	-0.1056  	-0.3765  	0.14101  	0.63875  	0.54003  	-0.5125  	0.69967  	0.82754  	-0.4841  	-0.6368  	-1.3068  	0.06030  	0.66879  	0.36207  	0.20568  	0.04926  	0.53730  	-0.1789  	0.55176  	0.32189  	-0.0214  	0.05543  	0.17141  	-1.2514  	-0.7898  	-0.6059  	-0.1669  	-0.0106  	0.41472  	-0.1070  	0.16784  	-0.0788  	0.76680  	0.34845  	-0.0877  	-0.0458  	0.23677  	-0.0175  	0.31342  	-0.0621  	-0.2031  	-0.0276  	0.01974  	0.12189  	0.05566  	0.02005  	0.02847  	0.01673  	-0.0004  	0.05214  	0.05132  	-0.0384  	0.01081  	-0.0055  	-0.0401  	0.00049  	-0.0263  	-0.0579  	0.09688  	0.00735  	0.06039  	-0.4900  	0.09116  	0.00448  	0.00665  	1.16963  	
0.30906  	0.60641  	0.91726  	0.11804  	-0.0435  	-0.4295  	0.14776  	0.58607  	0.52327  	-0.4185  	0.63439  	0.86366  	-0.4492  	-0.6876  	-1.4416  	0.03975  	0.64682  	0.44575  	0.19909  	0.16436  	0.35320  	-0.2118  	0.45659  	0.21893  	0.00719  	0.08434  	0.02316  	-1.0546  	-0.5879  	-0.5966  	-0.1565  	-0.0580  	0.44154  	-0.1054  	0.06567  	-0.0062  	0.58169  	0.29368  	-0.0040  	-0.0023  	0.28889  	-0.0246  	0.33687  	-0.0653  	-0.1997  	-0.0296  	0.02585  	0.13256  	0.05609  	0.02521  	0.04745  	0.01161  	-0.0012  	0.04334  	0.05798  	-0.0453  	0.01668  	-0.0079  	-0.0331  	-0.0074  	-0.0249  	-0.0693  	0.10233  	0.00624  	0.06039  	-0.4900  	0.09116  	0.00448  	0.00665  	1.16963  	
0.08828  	0.48675  	0.73064  	-0.0904  	-0.1026  	-0.6710  	0.16844  	0.38464  	0.42853  	-0.2948  	0.65741  	0.78555  	-0.4821  	-0.8446  	-1.6890  	-0.0525  	0.63523  	0.54163  	0.17472  	0.24138  	0.09464  	-0.2811  	0.37727  	0.14653  	0.08166  	0.10921  	-0.0800  	-0.8539  	-0.4375  	-0.6089  	-0.1367  	-0.0792  	0.41154  	-0.1054  	-0.0432  	0.09012  	0.45917  	0.24109  	0.03755  	0.04409  	0.33816  	-0.0130  	0.35484  	-0.0658  	-0.1943  	-0.0210  	0.03452  	0.14619  	0.04720  	0.01751  	0.05102  	0.01432  	-0.0097  	0.03040  	0.05226  	-0.0538  	0.02292  	-0.0122  	-0.0424  	-0.0040  	-0.0297  	-0.0725  	0.09961  	0.01474  	0.06039  	-0.4900  	0.09116  	0.00448  	0.00665  	1.16963  	
-0.0982  	0.45120  	0.69432  	-0.2231  	-0.1348  	-0.7127  	0.12655  	0.38380  	0.42319  	-0.3304  	0.67616  	0.72245  	-0.5712  	-0.9821  	-1.7792  	-0.0851  	0.64012  	0.50537  	0.24455  	0.21238  	0.15914  	-0.2628  	0.41394  	0.19350  	0.06549  	0.07743  	-0.0055  	-0.9539  	-0.4800  	-0.6016  	-0.1543  	-0.0601  	0.35962  	-0.1052  	-0.0315  	0.12273  	0.52827  	0.27676  	-0.0098  	0.03529  	0.35044  	-0.0379  	0.31994  	-0.0425  	-0.1944  	-0.0284  	0.02044  	0.12163  	0.04440  	0.01843  	0.03679  	0.01356  	-0.0059  	0.04321  	0.05216  	-0.0604  	0.01848  	-0.0052  	-0.0315  	-0.0088  	-0.0355  	-0.0626  	0.09994  	0.00215  	0.06039  	-0.4900  	0.09116  	0.00448  	0.00665  	1.16963  	
-0.3305  	0.36381  	0.54780  	-0.3380  	-0.1957  	-0.8544  	0.16238  	0.29395  	0.35990  	-0.2589  	0.71964  	0.68198  	-0.5912  	-1.0650  	-1.8224  	-0.1618  	0.63741  	0.53205  	0.23088  	0.21156  	0.09944  	-0.2013  	0.39516  	0.17891  	0.12109  	0.08280  	0.00654  	-0.8984  	-0.4271  	-0.5815  	-0.1516  	-0.0857  	0.36090  	-0.0953  	-0.0806  	0.15652  	0.46757  	0.23438  	0.01486  	0.04403  	0.32858  	-0.0053  	0.30486  	-0.0529  	-0.1832  	-0.0296  	0.01672  	0.11713  	0.05524  	0.01081  	0.04932  	0.01463  	-0.0121  	0.04278  	0.05557  	-0.0555  	0.02911  	-0.0006  	-0.0341  	-0.0058  	-0.0294  	-0.0740  	0.09880  	0.00820  	0.06039  	-0.4900  	0.09116  	0.00448  	0.00665  	1.16963  	
-0.5173  	0.34459  	0.47203  	-0.4251  	-0.1914  	-1.0179  	0.15675  	0.30610  	0.35362  	-0.2147  	0.82669  	0.70785  	-0.5591  	-1.0372  	-1.8881  	-0.1996  	0.60511  	0.51146  	0.20117  	0.22929  	0.06908  	-0.1703  	0.42452  	0.18228  	0.06118  	0.10896  	-0.0663  	-0.8764  	-0.4224  	-0.5883  	-0.1355  	-0.1101  	0.36613  	-0.0953  	-0.0815  	0.17385  	0.43124  	0.22745  	0.03193  	0.05918  	0.33345  	0.00070  	0.29187  	-0.0781  	-0.1879  	-0.0322  	0.02582  	0.11795  	0.05122  	0.02174  	0.03654  	0.01474  	-0.0051  	0.04599  	0.05443  	-0.0658  	0.02316  	-0.0070  	-0.0316  	0.00205  	-0.0295  	-0.0627  	0.09757  	0.00261  	0.06039  	-0.4900  	0.09116  	0.00448  	0.00665  	1.16963  	
-0.4170  	0.38067  	0.48034  	-0.3128  	-0.1163  	-0.9325  	0.13618  	0.35711  	0.38063  	-0.2497  	0.78448  	0.76203  	-0.5700  	-1.0022  	-1.8166  	-0.1818  	0.63548  	0.51912  	0.20508  	0.27109  	0.18097  	-0.2364  	0.41666  	0.17144  	-0.0074  	0.10892  	-0.0700  	-0.8649  	-0.4452  	-0.5775  	-0.1240  	-0.1010  	0.36587  	-0.0843  	-0.0548  	0.11187  	0.45776  	0.22524  	0.04294  	0.05158  	0.29797  	-0.0112  	0.28141  	-0.0859  	-0.1870  	-0.0317  	0.02024  	0.11226  	0.04292  	0.01770  	0.04885  	0.00902  	-0.0070  	0.04617  	0.05344  	-0.0539  	0.02696  	-0.0065  	-0.0363  	0.00241  	-0.0341  	-0.0599  	0.09694  	0.00561  	0.06039  	-0.4900  	0.09116  	0.00448  	0.00665  	1.16963  	
-0.4481  	0.42177  	0.51884  	-0.4358  	-0.2085  	-0.9417  	0.11364  	0.38572  	0.36585  	-0.2059  	0.81159  	0.74031  	-0.5826  	-0.9721  	-1.8661  	-0.2415  	0.64214  	0.51447  	0.22492  	0.20494  	0.18945  	-0.1992  	0.45462  	0.15835  	0.02287  	0.10604  	-0.0492  	-0.9320  	-0.4444  	-0.6074  	-0.1311  	-0.1105  	0.36369  	-0.0997  	-0.0962  	0.13458  	0.49254  	0.23475  	0.06327  	0.05266  	0.32302  	-0.0146  	0.27533  	-0.0814  	-0.1976  	-0.0257  	0.02380  	0.11443  	0.04306  	0.01689  	0.03859  	0.00918  	-0.0061  	0.04609  	0.05378  	-0.0579  	0.02431  	-0.0044  	-0.0332  	-0.0001  	-0.0307  	-0.0600  	0.09302  	0.00406  	0.06039  	-0.4900  	0.09116  	0.00448  	0.00665  	1.16963  	
-0.4378  	0.41554  	0.56014  	-0.4974  	-0.2536  	-0.9640  	0.11845  	0.35669  	0.37292  	-0.1808  	0.79243  	0.67923  	-0.6060  	-1.0265  	-1.9161  	-0.2838  	0.62388  	0.50552  	0.22074  	0.19710  	0.18986  	-0.2112  	0.48273  	0.14005  	0.03679  	0.11674  	-0.0429  	-0.9680  	-0.4474  	-0.6263  	-0.1352  	-0.1058  	0.36183  	-0.1007  	-0.1148  	0.12477  	0.49168  	0.24795  	0.05998  	0.04293  	0.32949  	-0.0139  	0.29605  	-0.0564  	-0.1891  	-0.0368  	0.02659  	0.11662  	0.04538  	0.01866  	0.03580  	0.00767  	-0.0065  	0.04757  	0.05501  	-0.0607  	0.02813  	-0.0020  	-0.0372  	-0.0021  	-0.0321  	-0.0682  	0.10084  	0.00857  	0.06039  	-0.4900  	0.09116  	0.00448  	0.00665  	1.16963  	
-0.4237  	0.40774  	0.59911  	-0.4715  	-0.2567  	-0.9252  	0.12917  	0.32122  	0.38171  	-0.2313  	0.74552  	0.66975  	-0.6026  	-1.1417  	-1.9250  	-0.1913  	0.63941  	0.50192  	0.24544  	0.20969  	0.15312  	-0.2290  	0.48914  	0.13545  	0.02191  	0.12955  	0.00642  	-0.8939  	-0.4343  	-0.6146  	-0.1209  	-0.0863  	0.38274  	-0.0981  	-0.1541  	0.14729  	0.48009  	0.22725  	0.03905  	0.03879  	0.33782  	-0.0224  	0.31431  	-0.0351  	-0.1770  	-0.0355  	0.02656  	0.11143  	0.04022  	0.01961  	0.04375  	0.01039  	-0.0068  	0.04645  	0.05558  	-0.0613  	0.02845  	-0.0011  	-0.0315  	-0.0005  	-0.0280  	-0.0672  	0.09765  	0.01208  	0.06039  	-0.4900  	0.09116  	0.00448  	0.00665  	1.16963  	
-0.2898  	0.41253  	0.59356  	-0.3220  	-0.2237  	-0.8218  	0.11839  	0.28634  	0.38380  	-0.2525  	0.69170  	0.72388  	-0.6335  	-1.1781  	-1.9215  	-0.1147  	0.65554  	0.54314  	0.23641  	0.21362  	0.11645  	-0.2531  	0.47199  	0.10672  	0.02290  	0.12684  	-0.0620  	-0.8566  	-0.3808  	-0.5923  	-0.1260  	-0.0895  	0.34642  	-0.0999  	-0.1598  	0.17076  	0.45969  	0.22105  	0.01981  	0.04572  	0.35175  	-0.0323  	0.32779  	-0.0213  	-0.1823  	-0.0330  	0.02811  	0.11977  	0.05347  	0.01103  	0.04490  	0.00976  	-0.0057  	0.04237  	0.06145  	-0.0578  	0.02492  	-0.0025  	-0.0346  	-0.0046  	-0.0315  	-0.0627  	0.10033  	0.01633  	0.06039  	-0.4900  	0.09116  	0.00448  	0.00665  	1.16963  	
