项目,2018 年度,,2017 年度,,2016 年度,
项目,2018 年度,,2017 年度,,2016 年度,
,金额,占比,金额,占比,金额,占比
视频指挥控制类,"18,687.75",94.37%,"14,198.94",95.86%,"6,172.41",78.39%
视频预警控制类,656.09,3.31%,469.99,3.17%,"1,578.46",20.05%
其他,458.64,2.32%,143.79,0.97%,122.76,1.56%
合计,"19,802.48",100.00%,"14,812.72",100.00%,"7,873.63",100.00%
