年度,公司,应收账款周转率,存货周转率
年度,公司,应收账款周转率,存货周转率
2018 年度,淳中科技,3.04,1.77
,上海瀚讯,0.80,1.21
,景嘉微,1.77,0.85
,苏州科达,3.53,1.83
