项目,2018 年度,2017 年度,2016 年度
项目,2018 年度,2017 年度,2016 年度
营业收入,"19,813.64","14,884.48","7,955.46"
销售商品、提供劳务收到的现金,"13,870.75","14,895.17","9,439.40"
销售现金比,70.01%,100.07%,118.65%
经营活动产生现金流量净额,-291.47,"2,459.47","-1,058.70"
净利润,"4,285.52","3,222.25",462.68
经营活动产生现金流量净额/净利润,-6.80%,76.33%,-228.82%
