公司名称,武汉兴图投资有限公司
公司名称,武汉兴图投资有限公司
公司类型,有限责任公司
注册地,"武汉东湖新技术开发区关山大道1号软件产业三期A3栋8层01-04
号"
法定代表人,程家明
注册资本,"1,204 万元"
实收资本,"1,204 万元"
成立日期,2012 年12 月21 日
统一社会信用代码,91420100059160439L
"主营业务及其与发行人
主营业务的关系",除持有发行人股份之外，无其他经营业务
