类型,2018 年度,,2017 年度,,2016 年度,
类型,2018 年度,,2017 年度,,2016 年度,
,金额,占比,金额,占比,金额,占比
国防领域,"18,780.67",94.84%,"14,414.16",97.31%,"6,464.51",82.10%
民用领域,1021.81,5.16%,398.56,2.69%,"1,409.12",17.90%
合计,"19,802.48",100.00%,"14,812.72",100.00%,"7,873.63",100.00%
