"序
号",项目名称,总投资,"拟投入募集资
金",建设期
"序
号",项目名称,总投资,"拟投入募集资
金",建设期
1,"基于云联邦架构的军用视频指挥
平台升级及产业化项目","20,658.33","20,658.33",24 个月
2,研发中心建设项目,"4,926.50","4,926.50",24 个月
3,补充流动资金,"15,000.00","15,000.00",-
合计,,"40,584.83","40,584.83",-
