序号,关联方名称,与发行人的关系,关联公司的经营范围
序号,关联方名称,与发行人的关系,关联公司的经营范围
1,"武汉金桔家具有限
公司","董事姚小华配偶刘元勋控制且
任执行董事和总经理的公司",家具的批发兼零售
2,"武汉国奥家具有限
公司","董事姚小华配偶刘元勋控制且
任执行董事和总经理的公司",办公家具批发兼零售
3,雷众科技,最近 12 个月内任公司监事雷娟,铝型材机箱、机盒、机柜、钣
