,,,,
,,,,
,公司名称,,北京启目科技有限公司,
,,,,
公司类型,,,有限责任公司,
"注册地及主要生产经
营地",,,北京市丰台区南四环西路128号院2号楼608、611,
法定代表人,,,程家明,
注册资本,,,100万元,
实收资本,,,100万元,
成立日期,,,2016年6月2日,
统一社会信用代码,,,91110106MA005YN38M,
经营范围,,,"技术开发、技术咨询、技术转让、技术服务；软件开发；计算机系
统服务；销售计算机软硬件及辅助设备、电子产品。（企业依法自
主选择经营项目，开展经营活动；依法须经批准的项目，经相关部
门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止
和限制类项目的经营活动。）",
股东情况,,,武汉启目100%持股,
"主营业务及其与发行
人主营业务的关系",,,"主营业务为支持武汉启目微型投影仪的销售，为发行人主营业务组
成部分",
