材料类型,年度,"数量
（片、台）","单价
（元/片、台）","金额
（万元）"
材料类型,年度,"数量
（片、台）","单价
（元/片、台）","金额
（万元）"
板卡类,2018 年,"21,581",556.48,"1,200.93"
