类型,2018 年度,,2017 年度,,2016 年度,
类型,2018 年度,,2017 年度,,2016 年度,
,金额,占比,金额,占比,金额,占比
视频指挥控制类,"18,687.75",94.37%,"14,198.94",95.86%,"6,172.41",78.39%
视频预警控制类,656.09,3.31%,469.99,3.17%,"1,578.46",20.05%
合计,"19,343.84",97.68%,"14,668.93",99.03%,"7,750.87",98.44%
