,,,单位,位：人、万元、万元/年
项目,,2018 年12 月31 日,2017 年12 月31 日,2016 年12 月31 日
"学历结
构",研究生及以上,28,34,26
,本科,126,116,101
,大专,43,44,51
,大专以下,3,1,1
研发人员合计,,200,195,179
研发人员平均薪酬,,14.50,10.68,9.98
