公司名称,1 年以内,1-2 年,2-3 年,3-4 年,4-5 年,5 年以上
公司名称,1 年以内,1-2 年,2-3 年,3-4 年,4-5 年,5 年以上
上海瀚讯,5.00%,10.00%,20.00%,30.00%,50.00%,100.00%
淳中科技,5.00%,10.00%,30.00%,50.00%,70.00%,100.00%
景嘉微,5.00%,30.00%,80.00%,100.00%,100.00%,100.00%
苏州科达,5.00%,10.00%,20.00%,30.00%,50.00%,100.00%
东土科技,5.00%,10.00%,20.00%,30.00%,50.00%,100.00%
平均值,5.00%,15.00%,37.50%,52.50%,67.50%,100.00%
兴图新科,5.00%,10.00%,30.00%,50.00%,80.00%,100.00%
