项目,"序
号",2018 年度,2017 年度,2016 年度
项目,"序
号",2018 年度,2017 年度,2016 年度
"归属于公司普通股股东
的净利润",A,"42,855,180.85","32,222,542.50","4,626,779.03"
非经常性损益,B,"2,054,741.98","1,774,651.09","595,427.58"
扣除非经常性损益后的,C,"40,800,438.87","30,447,891.41","4,031,351.45"
