项目,2018 年度,2017 年度,2016 年度
项目,2018 年度,2017 年度,2016 年度
"不可抵扣的成本、费用和损失
的影响",32.96,21.28,20.41
"本期未确认递延所得税资产的
可抵扣暂时性差异或可抵扣亏
损的影响",339.91,233.56,163.40
研发支出加计扣除的影响,-100.34,-46.79,-59.29
所得税费用,918.64,700.43,171.12
