序号,合伙人姓名,出资额（万元）,出资比例,合伙人类别
序号,合伙人姓名,出资额（万元）,出资比例,合伙人类别
1,武汉光谷人才投资管理有限公司,402.00,0.67%,普通合伙人
2,骆驼集团股份有限公司,"47,598.00",79.33%,有限合伙人
3,太证资本管理有限责任公司,"6,000.00",10.00%,有限合伙人
4,武汉光谷创业投资基金有限公司,"6,000.00",10.00%,有限合伙人
合计,,"60,000.00",100.00%,-
