负责人,陈爱民
负责人,陈爱民
成立日期,2018 年10 月25 日
统一社会信用代码,91420100MA4K23G700
经营范围,"计算机软硬件开发、生产、维修、技术服务及销售；音视频编解码
设备和数据传输设备开发、生产、维修、技术服务及销售；音视频
处理软件和指挥调度系统软件开发、技术服务和销售；计算机网络
及系统集成安装；计算机及外围设备、监控设备销售；可穿戴智能
设备制造及城市运营管理系统开发、销售。（依法须经审批的项目，
经相关部门审批后方可开展经营活动）"
"主营业务及其与发行
人主营业务的关系","兴图天建为吸引武汉地区人才而设立的武汉分公司，主营业务为智
能安全帽的研发，为发行人主营业务组成部分"
