项目,期间,"加权平均净资
产收益率（%）",每股收益（元）,
项目,期间,"加权平均净资
产收益率（%）",每股收益（元）,
,,,基本每股收益,稀释每股收益
"归属于母公司普通股
股东的净利润",2018 年度,24.67,0.81,0.81
,2017 年度,27.28,0.63,0.63
,2016 年度,5.18,0.09,0.09
"扣除非经常性损益后
归属于母公司股东的
净利润",2018 年度,23.49,0.77,0.77
,2017 年度,25.78,0.59,0.59
,2016 年度,4.51,0.08,0.08
