期间,期初未交数,本期应交数,本期已交数,期末未交数
期间,期初未交数,本期应交数,本期已交数,期末未交数
2016,951.36,"1,238.49","1,319.85",870.00
2017,870.00,"1,805.15","1,659.43","1,015.72"
2018,"1,015.72","2,113.81","1,404.70","1,724.83"
