序号,合伙人姓名,出资额（万元）,出资比例,合伙人类别
序号,合伙人姓名,出资额（万元）,出资比例,合伙人类别
1,武汉鑫盛达投资管理有限公司,100.00,2.00%,普通合伙人
2,武汉科峰投资有限公司,"2,000.00",40.00%,有限合伙人
3,武汉东方长润投资有限公司,"1,400.00",28.00%,有限合伙人
4,十堰雪瑞工贸有限公司,"1,000.00",20.00%,有限合伙人
5,武汉鑫义同企业管理咨询有限公司,500.00,10.00%,有限合伙人
合计,,"5,000.00",100.00%,-
