项目名称,投资总额,第一年,第二年
项目名称,投资总额,第一年,第二年
"基于云联邦架构的军用视频
指挥平台升级及产业化项目","20,658.33","14,353.85","6,304.48"
研发中心建设项目,"4,926.50","3,083.87","1,842.63"
补充流动资金,"15,000.00","15,000.00",-
合计,"40,584.83","32,437.72","8,147.11"
