项目,期初未交数,本期应交数,本期已交数,期末未交数
项目,期初未交数,本期应交数,本期已交数,期末未交数
2016,249.49,195.74,284.05,161.18
2017,161.18,765.95,246.69,680.44
2018,680.44,"1,107.01",756.38,"1,031.07"
