"序
号","抵押人/出
质人","抵押权人/
质权人",债务人,抵押物/质押物,"金额
（万元）",担保期限
"序
号","抵押人/出
质人","抵押权人/
质权人",债务人,抵押物/质押物,"金额
（万元）",担保期限
1,"武汉兴图
新科电子
股份有限","汉口银行
科技金融
服务中心","武汉兴
图新科
电子股","房产（东湖新技
术开发区关山
大道1 号产业","1,468.96",2018.5.24-2021.5.24
