"序
号","抵押人/出
质人","抵押权人/
质权人",债务人,抵押物/质押物,"金额
（万元）",担保期限
"序
号","抵押人/出
质人","抵押权人/
质权人",债务人,抵押物/质押物,"金额
（万元）",担保期限
,公司,,"份有限
公司",三期A3栋8层）,,
2,"武汉兴图
新科电子
股份有限
公司","汉口银行
科技金融
服务中心","武汉兴
图新科
电子股
份有限
公司","软件著作权（软
著字第052034
号/063255 号）","3,094.33",2017.2.17-2020.2.17
