项目,2018 年度,,2017 年度,,2016 年度
项目,2018 年度,,2017 年度,,2016 年度
,金额,"同比增长
（%）",金额,"同比增长
（%）",金额
三、利润总额,"5,204.16",32.67,"3,922.69",518.92,633.80
减：所得税费用,918.64,31.15,700.43,309.32,171.12
四、净利润,"4,285.52",33.00,"3,222.25",596.44,462.68
"归属母公司所有者的
净利润","4,285.52",33.00,"3,222.25",596.44,462.68
"五、其他综合收益的
税后净额",-,-,-,-,-
六、综合收益总额,"4,285.52",33.00,"3,222.25",596.44,462.68
"归属于母公司所有者
的综合收益总额","4,285.52",33.00,"3,222.25",596.44,462.68
