公司名称,武汉华汇创业投资基金合伙企业（有限合伙）
公司名称,武汉华汇创业投资基金合伙企业（有限合伙）
公司类型,有限合伙企业
注册地,东湖新技术开发区光谷大道58 号关南福星医药园7 栋9 层05 号
执行事务合伙人,武汉鑫盛达投资管理有限公司
成立日期,2012 年09 月07 日
统一社会信用代码,91420100052031175D
认缴出资额,"5,000.00 万元"
经营范围,"从事非证券类股权投资活动及相关的咨询服务业务（不含国家法
律法规、国务院决定限制和禁止的项目；不得以任何方式公开募
集和发行基金）(不得从事吸收公众存款或变相吸收公众存款，不
得从事发放贷款等金融业务)。（依法须经审批的项目，经相关部门
审批后方可开展经营活动）"
"与发行人主营业务的关
系",主要从事股权投资业务，主营业务与发行人主营业务无关
