项目,2018 年度,2017 年度,2016 年度
项目,2018 年度,2017 年度,2016 年度
职工薪酬,"2,541.18","1,344.54","1,409.40"
租赁费,133.71,92.28,97.68
长期资产折旧及摊销费用,41.05,39.12,43.31
材料及其他,118.34,31.98,40.01
合计,"2,834.28","1,507.92","1,590.41"
