项目,2018 年度,2017 年度,2016 年度
项目,2018 年度,2017 年度,2016 年度
"非流动资产处置损益（包括已计提资产减
值准备的冲销部分）",-0.85,-,-
"计入当期损益的政府补助（与公司正常经
营业务密切相关，符合国家政策规定、按
照一定标准定额或定量持续享受的政府补
助除外）",242.38,177.00,72.05
除上述各项之外的其他营业外收入和支出,0.04,31.42,-2.12
小计,241.57,208.42,69.93
减：企业所得税影响数,36.09,30.95,10.39
少数股东损益影响数,-,-,-
归属于母公司股东的非经常性损益净额,205.47,177.47,59.54
扣除非经常性损益后的净利润,"4,080.04","3,044.79",403.14
