序号,受信人,授信人,"授信额度
（万元）",授信期限
序号,受信人,授信人,"授信额度
（万元）",授信期限
1,"武汉兴图新科电子股
份有限公司","汉口银行科技金融服
务中心","3,094.33","2017.2.17-
2020.2.17"
2,"武汉兴图新科电子股
份有限公司","汉口银行科技金融服
务中心","1,468.96","2018.5.24-
2021.5.24"
