视频预警控制类,656.09,3.31%,469.99,3.17%,"1,578.46",20.05%
视频预警控制类,656.09,3.31%,469.99,3.17%,"1,578.46",20.05%
其他,458.64,2.32%,143.79,0.97%,122.76,1.56%
合计,"19,802.48",100.00%,"14,812.72",100.00%,"7,873.63",100.00%
