公司名称,武汉亲情互联科技有限公司
公司名称,武汉亲情互联科技有限公司
公司类型,有限责任公司
注册地,"武汉市东湖新技术开发区关山大道1 号光谷软件园4.1 期10 栋综
合单元6 层09 号"
法定代表人,程勇波
成立日期,2015 年09 月14 日
统一社会信用代码,91420100MA4KL0F37H
经营范围,"计算机软硬件、数码产品、通讯器材（专营除外）的研发及生产；
互联网信息技术服务、技术开发、技术支持、技术咨询；电子商
务信息咨询；自行开发产品的销售及售后服务。（依法须经批准的
项目，经相关部门批准后方可开展经营活动）"
